User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours,stress_target
U10319,55,Other,Business Owner,iOS,11.3,2.0,9,4.2,9,36,2,11.0,muito estressado
U10320,30,Female,Professional,Android,5.7,2.6,6,7.8,3,34,3,13.9,baixo estresse
U10321,50,Other,Student,iOS,8.3,0.8,10,7.8,5,47,2,5.1,estressado
U10322,47,Other,Professional,Android,1.1,6.7,10,4.9,4,5,4,2.8,baixo estresse
U10323,35,Other,Professional,Android,10.6,3.9,7,8.7,5,24,0,6.8,estressado
U10324,30,Other,Professional,Android,4.1,7.2,7,7.2,8,26,6,7.5,muito estressado
U10325,18,Other,Student,iOS,5.2,3.6,7,6.3,5,53,0,13.2,estressado
U10326,27,Other,Business Owner,Android,6.2,3.1,2,7.4,2,37,4,11.3,sem estresse
U10327,46,Other,Freelancer,iOS,5.8,5.8,3,5.9,7,58,6,12.0,estressado
U10328,22,Other,Student,iOS,8.7,3.0,3,4.3,1,21,0,13.5,sem estresse
U10329,43,Female,Freelancer,iOS,9.8,0.6,8,4.1,2,24,2,11.2,sem estresse
U10330,56,Female,Professional,Android,10.5,2.8,10,4.7,4,42,2,12.3,baixo estresse
U10331,33,Female,Freelancer,iOS,3.0,6.8,3,4.2,5,47,4,11.0,estressado
U10332,51,Male,Professional,Android,2.1,3.7,5,5.2,6,35,1,2.5,estressado
U10333,39,Other,Professional,Android,8.0,3.6,2,9.0,9,58,1,11.5,muito estressado
U10334,54,Male,Freelancer,iOS,11.0,3.6,7,9.0,7,30,2,3.5,estressado
U10335,49,Other,Professional,Android,5.0,2.5,5,4.5,4,22,2,5.1,baixo estresse
U10336,47,Male,Professional,Android,9.3,6.0,7,7.6,9,8,0,3.2,muito estressado
U10337,47,Male,Freelancer,iOS,7.7,3.4,7,7.7,9,24,4,7.5,muito estressado
U10338,54,Female,Student,iOS,3.2,4.5,4,4.3,1,13,1,11.8,sem estresse
U10339,20,Female,Business Owner,Android,4.6,2.0,3,7.0,6,51,3,9.4,estressado
U10340,23,Other,Freelancer,iOS,11.1,4.6,5,7.5,3,18,4,12.9,baixo estresse
U10341,36,Other,Freelancer,iOS,6.9,3.3,8,8.0,5,57,2,4.4,estressado
U10342,59,Other,Professional,iOS,11.4,2.4,2,4.2,9,34,0,4.3,muito estressado
U10343,47,Male,Professional,Android,3.2,4.4,1,5.9,9,40,3,2.5,muito estressado
U10344,40,Male,Freelancer,Android,8.4,3.8,3,5.9,6,15,4,12.1,estressado
U10345,37,Female,Freelancer,iOS,4.4,3.9,7,6.5,1,29,0,8.3,sem estresse
U10346,43,Female,Professional,Android,9.8,6.6,4,7.9,10,34,5,13.1,muito estressado
U10347,57,Female,Freelancer,Android,9.9,4.1,2,7.5,3,23,1,8.2,baixo estresse
U10348,29,Other,Business Owner,iOS,7.5,2.6,8,5.6,3,25,0,5.1,baixo estresse
U10349,44,Other,Freelancer,iOS,1.9,1.5,7,8.7,9,6,5,4.4,muito estressado
U10350,33,Female,Student,Android,11.2,2.8,1,5.4,2,8,4,12.5,sem estresse
U10351,29,Female,Business Owner,iOS,5.6,1.8,6,8.1,10,9,3,12.9,muito estressado
U10352,57,Male,Professional,iOS,10.2,3.2,6,5.9,2,39,6,10.0,sem estresse
U10353,45,Other,Freelancer,Android,10.7,1.7,5,5.1,1,27,3,10.4,sem estresse
U10354,47,Female,Business Owner,iOS,2.2,3.8,1,5.5,5,38,5,9.7,estressado
U10355,42,Male,Student,Android,3.8,4.1,9,6.6,7,38,4,2.5,estressado
U10356,60,Female,Professional,Android,7.8,3.8,7,6.3,5,44,5,13.9,estressado
U10357,29,Female,Freelancer,Android,9.1,1.9,8,5.4,10,15,2,10.6,muito estressado
U10358,54,Male,Professional,Android,3.2,0.9,1,5.1,1,18,1,10.7,sem estresse
U10359,24,Other,Professional,iOS,6.7,3.7,7,6.4,9,45,1,6.1,muito estressado
U10360,43,Female,Professional,iOS,8.5,6.0,5,7.7,6,53,6,9.5,estressado
U10361,20,Other,Professional,iOS,6.8,5.3,6,7.6,3,38,2,8.6,baixo estresse
U10362,33,Other,Student,Android,6.2,5.9,1,6.4,9,60,5,8.3,muito estressado
U10363,28,Other,Freelancer,Android,5.3,2.1,7,7.9,9,9,0,8.7,muito estressado
U10364,35,Female,Student,Android,3.7,2.5,4,4.4,9,59,4,4.3,muito estressado
U10365,58,Female,Professional,iOS,4.8,7.4,2,6.3,7,55,3,9.8,estressado
U10366,52,Other,Student,iOS,6.4,3.7,5,4.5,10,7,6,9.9,muito estressado
U10367,36,Male,Freelancer,iOS,8.3,7.8,4,7.7,7,42,5,7.9,estressado
U10368,60,Female,Freelancer,iOS,2.1,1.2,1,8.1,10,11,0,12.2,muito estressado
U10369,22,Female,Business Owner,iOS,9.3,2.1,1,7.0,3,40,1,11.3,baixo estresse
U10370,31,Other,Business Owner,iOS,2.4,2.4,3,8.3,8,42,5,8.2,muito estressado
U10371,49,Female,Student,iOS,5.9,3.2,2,8.1,1,34,0,10.7,sem estresse
U10372,44,Other,Business Owner,Android,6.8,0.6,4,8.4,10,45,2,6.0,muito estressado
U10373,53,Male,Freelancer,iOS,9.4,4.9,1,7.1,3,55,3,12.3,baixo estresse
U10374,25,Male,Business Owner,iOS,2.6,0.9,6,6.6,10,33,2,6.9,muito estressado
U10375,41,Female,Business Owner,Android,11.3,3.8,4,7.0,10,5,5,6.5,muito estressado
U10376,22,Male,Freelancer,iOS,1.7,4.4,3,4.5,9,54,4,4.0,muito estressado
U10377,24,Other,Student,Android,1.1,3.5,9,7.0,3,30,5,2.9,baixo estresse
U10378,50,Other,Student,Android,2.9,2.8,6,5.9,5,56,6,4.3,estressado
U10379,38,Male,Business Owner,Android,9.8,4.5,8,6.4,1,17,4,10.4,sem estresse
U10380,44,Male,Student,iOS,4.5,7.9,1,4.4,9,28,1,11.9,muito estressado
U10381,46,Other,Freelancer,Android,11.4,0.9,2,7.2,10,43,3,6.6,muito estressado
U10382,28,Male,Professional,Android,7.5,6.9,8,7.2,4,35,4,3.2,baixo estresse
U10383,34,Female,Freelancer,Android,6.6,1.3,10,7.5,6,45,2,4.5,estressado
U10384,31,Male,Business Owner,Android,8.2,6.3,3,6.5,5,39,0,2.8,estressado
U10385,50,Male,Professional,iOS,4.9,2.9,2,7.9,1,53,5,9.4,sem estresse
U10386,20,Female,Student,Android,2.0,6.0,10,5.3,3,48,3,2.4,baixo estresse
U10387,47,Male,Student,iOS,2.7,6.9,1,6.3,10,56,3,9.1,muito estressado
U10388,19,Female,Professional,Android,8.2,5.0,6,6.0,6,9,1,6.5,estressado
U10389,22,Female,Professional,Android,11.9,4.7,8,5.4,1,12,1,9.7,sem estresse
U10390,58,Female,Professional,Android,6.4,6.5,6,6.8,3,45,6,2.4,baixo estresse
U10391,47,Male,Student,Android,1.3,7.6,10,7.5,10,24,3,13.1,muito estressado
U10392,42,Female,Student,iOS,4.8,3.0,7,5.7,8,31,4,9.4,muito estressado
U10393,39,Female,Student,Android,5.0,2.0,10,8.0,3,5,4,7.3,baixo estresse
U10394,43,Male,Freelancer,iOS,10.6,6.5,8,8.8,1,59,5,10.5,sem estresse
U10395,30,Male,Student,iOS,8.7,6.0,1,9.0,10,37,2,6.4,muito estressado
U10396,43,Female,Professional,iOS,1.1,7.7,8,8.1,6,42,1,5.9,estressado
U10397,20,Female,Freelancer,Android,4.3,7.9,5,8.2,4,55,2,6.4,baixo estresse
U10398,18,Other,Business Owner,iOS,4.7,1.8,6,6.6,6,60,1,13.1,estressado
U10399,34,Male,Student,iOS,8.5,2.5,2,8.1,4,7,1,12.6,baixo estresse
U10400,25,Male,Student,Android,8.4,4.9,8,7.0,7,47,6,8.5,estressado
U10401,26,Male,Freelancer,Android,7.8,4.1,3,4.0,2,23,1,2.3,sem estresse
U10402,38,Other,Student,Android,2.2,6.1,10,5.0,2,58,2,3.0,sem estresse
U10403,60,Male,Business Owner,Android,1.6,3.1,9,6.2,8,31,6,4.6,muito estressado
U10404,47,Other,Professional,Android,11.5,4.4,6,8.3,8,5,0,7.6,muito estressado
U10405,49,Female,Freelancer,Android,9.2,7.4,4,4.8,2,36,5,10.3,sem estresse
U10406,47,Male,Freelancer,Android,3.9,1.8,7,6.3,2,24,1,9.8,sem estresse
U10407,22,Female,Freelancer,iOS,11.0,4.2,9,5.3,1,59,6,8.5,sem estresse
U10408,23,Male,Business Owner,Android,2.9,5.6,8,4.3,9,6,5,4.6,muito estressado
U10409,53,Other,Freelancer,iOS,5.6,3.1,7,5.0,10,30,6,9.3,muito estressado
U10410,60,Male,Student,Android,5.1,3.4,2,5.7,3,38,4,2.5,baixo estresse
U10411,33,Female,Freelancer,Android,7.6,4.9,5,5.6,5,53,4,10.6,estressado
U10412,46,Male,Freelancer,Android,3.1,6.9,1,6.7,3,51,4,7.6,baixo estresse
U10413,26,Female,Business Owner,Android,11.8,7.1,10,6.1,5,39,6,4.8,estressado
U10414,48,Female,Freelancer,Android,5.5,6.7,9,7.6,5,8,5,3.4,estressado
U10415,35,Female,Business Owner,iOS,6.9,5.7,1,5.4,3,21,6,4.8,baixo estresse
U10416,28,Other,Professional,iOS,7.2,5.7,10,5.3,2,34,2,7.6,sem estresse
U10417,28,Female,Freelancer,iOS,1.9,2.1,2,8.5,7,57,1,2.3,estressado
U10418,19,Other,Freelancer,iOS,2.3,4.0,6,4.2,10,18,1,12.0,muito estressado
U10419,56,Other,Business Owner,Android,11.1,3.9,5,7.6,3,26,5,5.8,baixo estresse
U10420,24,Male,Freelancer,iOS,8.4,4.9,9,4.3,1,59,1,4.5,sem estresse
U10421,29,Male,Business Owner,Android,9.6,7.5,5,7.0,7,57,4,11.0,estressado
U10422,36,Male,Business Owner,Android,6.0,1.6,6,5.2,6,13,4,12.8,estressado
U10423,25,Male,Business Owner,iOS,8.2,3.4,2,8.0,10,31,5,13.7,muito estressado
U10424,52,Female,Student,iOS,2.3,0.8,5,7.6,4,58,6,2.1,baixo estresse
U10425,43,Female,Business Owner,iOS,10.9,1.5,4,4.5,9,33,0,5.1,muito estressado
U10426,28,Female,Professional,iOS,3.9,1.0,10,6.0,2,42,6,2.9,sem estresse
U10427,22,Male,Freelancer,Android,10.9,0.7,10,6.4,8,33,2,9.5,muito estressado
U10428,60,Other,Freelancer,iOS,10.0,5.1,10,8.6,7,38,0,8.3,estressado
U10429,18,Male,Business Owner,Android,2.7,0.9,7,7.2,6,42,6,6.4,estressado
U10430,35,Male,Business Owner,Android,4.4,3.2,1,7.2,8,6,4,12.3,muito estressado
U10431,27,Female,Business Owner,Android,11.3,7.6,2,6.0,4,32,6,7.0,baixo estresse
U10432,46,Female,Professional,iOS,3.9,6.1,4,4.7,1,15,0,6.2,sem estresse
U10433,40,Male,Professional,Android,9.4,1.4,10,7.7,6,43,6,6.3,estressado
U10434,29,Female,Student,Android,10.4,6.0,9,6.8,10,60,3,12.1,muito estressado
U10435,31,Female,Student,Android,4.5,4.9,8,4.5,7,9,5,7.6,estressado
U10436,20,Male,Business Owner,iOS,4.1,2.2,1,7.1,5,21,2,2.9,estressado
U10437,52,Male,Freelancer,iOS,2.7,2.7,4,7.5,3,40,0,11.5,baixo estresse
U10438,31,Female,Business Owner,Android,5.7,2.3,5,6.0,3,52,1,10.9,baixo estresse
U10439,46,Male,Freelancer,iOS,4.4,7.9,9,7.1,2,42,0,8.9,sem estresse
U10440,21,Male,Professional,iOS,2.7,2.4,9,5.8,2,58,1,8.5,sem estresse
U10441,58,Other,Student,Android,10.2,3.5,5,6.5,1,31,2,10.3,sem estresse
U10442,51,Other,Freelancer,iOS,10.3,6.6,1,5.3,6,7,1,7.5,estressado
U10443,59,Other,Freelancer,iOS,4.8,4.9,1,6.2,1,41,3,4.2,sem estresse
U10444,60,Other,Professional,Android,11.9,6.4,6,5.6,5,16,0,4.8,estressado
U10445,60,Male,Business Owner,iOS,5.8,3.4,7,6.4,7,26,5,4.1,estressado
U10446,24,Other,Student,Android,11.9,3.7,3,5.7,7,32,2,12.2,estressado
U10447,42,Male,Business Owner,iOS,9.4,7.7,9,8.1,1,33,6,8.7,sem estresse
U10448,37,Male,Freelancer,Android,2.2,6.3,2,7.6,10,6,6,4.7,muito estressado
U10449,46,Male,Business Owner,Android,9.3,3.4,8,7.5,9,48,1,12.6,muito estressado
U10450,21,Male,Student,Android,11.8,2.9,10,8.5,6,47,5,5.3,estressado
U10451,56,Female,Professional,Android,8.0,3.6,6,7.8,7,55,4,7.9,estressado
U10452,18,Female,Student,iOS,10.3,1.1,2,7.0,5,21,2,5.4,estressado
U10453,21,Other,Freelancer,Android,5.7,3.8,3,6.5,7,36,0,2.0,estressado
U10454,42,Female,Professional,iOS,3.7,6.1,2,5.5,4,28,4,2.8,baixo estresse
U10455,30,Female,Business Owner,Android,4.2,2.5,1,5.3,10,23,4,8.5,muito estressado
U10456,33,Female,Professional,Android,5.2,6.5,9,7.0,9,29,3,11.6,muito estressado
U10457,41,Other,Business Owner,iOS,6.1,3.6,9,6.7,3,36,3,12.7,baixo estresse
U10458,33,Male,Student,Android,3.8,4.6,4,5.8,4,38,3,8.3,baixo estresse
U10459,30,Female,Professional,Android,9.2,3.7,8,9.0,3,17,1,6.9,baixo estresse
U10460,23,Other,Professional,iOS,2.1,4.2,5,4.0,1,38,0,3.0,sem estresse
U10461,19,Other,Business Owner,iOS,8.0,3.0,2,8.0,2,23,6,5.0,sem estresse
U10462,44,Other,Professional,Android,6.0,7.0,7,6.1,7,35,1,7.4,estressado
U10463,19,Other,Student,iOS,8.7,5.8,4,4.8,9,16,1,2.8,muito estressado
U10464,18,Female,Business Owner,iOS,6.2,7.7,2,7.8,7,34,4,10.8,estressado
U10465,39,Other,Freelancer,iOS,2.0,3.0,1,6.6,10,18,2,5.5,muito estressado
U10466,30,Female,Student,Android,5.1,6.8,2,5.1,1,35,4,4.9,sem estresse
U10467,60,Female,Freelancer,iOS,9.6,1.1,9,6.5,8,43,5,9.2,muito estressado
U10468,22,Male,Business Owner,iOS,2.1,1.8,7,4.8,10,43,1,10.6,muito estressado
U10469,32,Male,Freelancer,Android,9.0,3.9,2,9.0,9,51,2,10.3,muito estressado
U10470,24,Male,Business Owner,Android,1.4,7.1,3,6.5,7,15,3,13.7,estressado
U10471,60,Other,Student,Android,9.6,6.5,6,5.8,4,27,5,13.3,baixo estresse
U10472,28,Female,Business Owner,Android,8.0,5.5,9,4.9,6,13,2,7.1,estressado
U10473,28,Male,Freelancer,iOS,9.3,4.3,3,4.2,1,21,6,8.8,sem estresse
U10474,20,Female,Student,iOS,9.2,0.9,2,8.5,3,56,6,5.2,baixo estresse
U10475,44,Female,Freelancer,Android,7.8,7.6,10,4.1,6,27,3,9.1,estressado
U10476,50,Other,Student,iOS,7.6,1.4,4,4.5,3,31,2,3.0,baixo estresse
U10477,24,Other,Business Owner,iOS,4.1,3.3,2,8.0,6,60,6,11.8,estressado
U10478,38,Other,Freelancer,iOS,3.5,7.6,5,5.9,1,36,0,10.8,sem estresse
U10479,38,Male,Freelancer,iOS,3.2,2.7,4,6.5,3,49,6,9.8,baixo estresse
U10480,53,Female,Student,iOS,6.7,1.4,4,7.7,2,20,4,12.5,sem estresse
U10481,58,Other,Student,Android,4.5,5.7,8,8.4,1,39,6,2.0,sem estresse
U10482,30,Male,Student,iOS,2.6,0.8,5,8.7,4,22,0,11.6,baixo estresse
U10483,57,Male,Freelancer,Android,2.8,1.9,5,7.8,6,12,1,3.2,estressado
U10484,31,Male,Freelancer,iOS,6.3,4.1,10,7.0,3,28,5,9.0,baixo estresse
U10485,52,Male,Professional,Android,1.2,2.3,9,7.1,1,6,1,2.2,sem estresse
U10486,43,Female,Student,iOS,4.0,7.8,4,8.1,4,57,4,14.0,baixo estresse
U10487,45,Male,Freelancer,Android,9.2,3.5,10,6.0,9,45,1,5.5,muito estressado
U10488,25,Female,Business Owner,iOS,8.6,7.1,7,7.1,5,27,5,12.9,estressado
U10489,32,Female,Student,Android,2.0,1.6,3,5.0,3,54,6,7.2,baixo estresse
U10490,31,Female,Business Owner,Android,8.9,4.5,10,5.7,7,46,5,4.7,estressado
U10491,24,Female,Freelancer,iOS,11.2,3.8,7,9.0,7,11,0,6.8,estressado
U10492,40,Male,Student,iOS,6.2,0.5,4,7.0,7,6,5,2.7,estressado
U10493,38,Female,Business Owner,Android,5.3,1.9,5,7.6,6,30,5,9.6,estressado
U10494,29,Female,Freelancer,Android,3.5,3.5,6,4.9,7,45,2,2.9,estressado
U10495,18,Other,Freelancer,Android,3.8,1.5,2,4.7,9,49,4,8.2,muito estressado
U10496,43,Other,Business Owner,Android,1.8,1.7,6,5.6,10,23,4,3.2,muito estressado
U10497,59,Other,Freelancer,iOS,11.5,2.2,9,8.3,7,5,3,8.9,estressado
U10498,38,Other,Freelancer,iOS,10.1,4.2,6,6.9,3,40,5,2.9,baixo estresse
U10499,18,Male,Freelancer,Android,11.0,4.3,7,6.6,5,54,5,3.2,estressado
U10500,42,Female,Professional,iOS,8.1,4.5,5,7.8,10,34,0,7.4,muito estressado
U10501,31,Other,Business Owner,Android,7.2,6.5,4,7.1,4,48,2,7.0,baixo estresse
U10502,47,Female,Business Owner,Android,10.3,3.8,8,4.6,1,28,4,6.8,sem estresse
U10503,32,Male,Professional,iOS,5.7,3.6,10,8.4,4,23,1,9.7,baixo estresse
U10504,22,Female,Student,Android,11.2,5.2,1,8.8,2,52,0,10.9,sem estresse
U10505,60,Other,Student,Android,5.5,7.6,7,5.3,6,46,6,2.1,estressado
U10506,35,Female,Business Owner,iOS,3.4,1.5,6,8.6,7,45,0,6.4,estressado
U10507,59,Other,Freelancer,Android,3.9,4.2,8,5.5,8,59,1,10.3,muito estressado
U10508,57,Female,Freelancer,Android,1.7,2.7,3,6.7,8,46,5,7.1,muito estressado
U10509,41,Other,Freelancer,Android,5.6,1.7,9,7.2,8,31,0,10.4,muito estressado
U10510,20,Female,Professional,iOS,7.3,7.2,9,4.5,10,15,4,10.5,muito estressado
U10511,22,Other,Student,Android,3.8,5.9,9,4.5,1,36,2,13.6,sem estresse
U10512,31,Other,Freelancer,Android,5.7,6.7,7,6.2,8,38,4,12.9,muito estressado
U10513,44,Male,Student,Android,3.6,0.9,9,4.2,10,9,3,10.3,muito estressado
U10514,37,Male,Professional,Android,2.8,1.7,9,5.8,8,21,5,6.7,muito estressado
U10515,56,Other,Freelancer,iOS,3.6,4.7,4,7.4,10,59,2,12.8,muito estressado
U10516,49,Female,Student,iOS,7.2,4.7,3,8.5,4,8,4,4.8,baixo estresse
U10517,24,Male,Student,Android,1.3,6.3,3,5.7,8,32,0,13.0,muito estressado
U10518,52,Male,Freelancer,Android,11.5,5.4,5,7.5,4,10,5,10.4,baixo estresse
U10519,54,Female,Business Owner,iOS,8.8,2.9,3,7.1,1,16,1,2.3,sem estresse
U10520,28,Female,Business Owner,iOS,10.7,5.2,9,7.1,3,8,0,6.2,baixo estresse
U10521,34,Male,Student,iOS,10.6,3.2,3,5.0,6,46,3,9.2,estressado
U10522,24,Other,Business Owner,Android,3.5,0.8,1,7.5,8,38,0,11.7,muito estressado
U10523,56,Male,Business Owner,iOS,2.6,4.7,7,8.1,9,57,1,13.2,muito estressado
U10524,38,Other,Professional,Android,9.9,7.4,9,8.4,9,42,5,6.6,muito estressado
U10525,58,Male,Student,iOS,1.4,5.0,9,4.2,2,40,4,8.0,sem estresse
U10526,42,Female,Freelancer,iOS,6.1,7.0,2,8.6,6,43,4,6.8,estressado
U10527,26,Other,Business Owner,Android,9.0,6.7,8,4.2,10,6,3,10.8,muito estressado
U10528,39,Male,Professional,Android,8.1,6.2,6,5.8,10,53,4,5.2,muito estressado
U10529,29,Female,Business Owner,iOS,10.3,4.8,1,5.4,3,49,5,5.0,baixo estresse
U10530,58,Male,Professional,iOS,3.8,5.9,3,4.4,3,60,0,5.4,baixo estresse
U10531,38,Other,Professional,Android,9.3,3.9,6,7.4,9,29,1,3.8,muito estressado
U10532,60,Female,Professional,iOS,1.3,1.8,3,6.6,4,55,1,12.1,baixo estresse
U10533,48,Male,Freelancer,iOS,1.6,5.1,2,8.8,6,20,0,11.8,estressado
U10534,22,Other,Student,iOS,8.2,1.0,7,4.1,5,42,2,4.2,estressado
U10535,39,Other,Freelancer,Android,6.9,2.9,2,5.0,2,7,3,8.5,sem estresse
U10536,19,Male,Student,iOS,9.7,1.4,8,7.5,8,39,6,11.2,muito estressado
U10537,56,Male,Professional,Android,11.4,5.9,5,8.2,7,56,1,6.3,estressado
U10538,55,Male,Freelancer,Android,7.4,3.1,8,8.3,3,43,3,12.9,baixo estresse
U10539,46,Other,Student,Android,9.8,7.8,9,4.8,6,28,5,7.1,estressado
U10540,42,Male,Student,iOS,3.2,1.4,5,7.0,2,18,6,11.7,sem estresse
U10541,50,Female,Business Owner,Android,10.0,7.1,2,4.4,4,10,3,7.6,baixo estresse
U10542,58,Female,Freelancer,iOS,5.3,4.2,2,6.8,9,37,6,8.5,muito estressado
U10543,32,Female,Business Owner,Android,2.6,4.4,3,4.3,5,26,5,12.8,estressado
U10544,50,Male,Student,iOS,7.2,2.3,5,6.5,8,48,5,3.6,muito estressado
U10545,55,Other,Professional,iOS,8.0,6.8,5,8.3,2,47,4,8.2,sem estresse
U10546,18,Other,Business Owner,Android,2.9,4.7,6,6.5,1,41,3,7.6,sem estresse
U10547,32,Female,Freelancer,Android,11.0,7.7,4,7.5,8,11,3,13.7,muito estressado
U10548,19,Male,Student,Android,8.2,7.5,7,8.4,6,47,0,13.7,estressado
U10549,57,Female,Professional,Android,1.1,5.4,3,4.1,1,58,1,6.3,sem estresse
U10550,25,Other,Freelancer,iOS,7.4,2.8,6,5.4,6,48,0,8.9,estressado
U10551,37,Other,Freelancer,iOS,10.4,4.6,1,4.5,5,57,4,2.0,estressado
U10552,33,Female,Student,Android,3.8,3.1,9,7.1,4,8,6,11.7,baixo estresse
U10553,45,Other,Freelancer,iOS,5.3,3.5,7,8.2,8,55,5,8.9,muito estressado
U10554,33,Male,Student,Android,2.0,7.1,10,8.5,6,34,2,4.6,estressado
U10555,57,Male,Student,Android,7.2,4.8,3,8.7,8,42,4,4.6,muito estressado
U10556,23,Other,Business Owner,Android,8.7,1.9,10,7.7,7,47,5,3.2,estressado
U10557,21,Other,Freelancer,iOS,10.1,7.1,6,4.0,9,59,1,13.7,muito estressado
U10558,26,Other,Business Owner,Android,6.4,4.1,4,5.5,9,15,5,7.4,muito estressado
U10559,41,Male,Business Owner,Android,10.4,5.1,8,7.6,6,39,5,5.4,estressado
U10560,49,Other,Professional,iOS,9.7,6.2,1,5.0,3,54,2,3.2,baixo estresse
U10561,36,Female,Business Owner,Android,2.0,1.9,8,5.5,6,39,6,13.8,estressado
U10562,30,Male,Business Owner,Android,8.0,2.9,7,6.0,9,42,1,10.1,muito estressado
U10563,27,Male,Freelancer,Android,6.5,4.7,1,8.5,7,31,4,12.2,estressado
U10564,42,Male,Student,Android,7.2,1.6,4,4.1,5,9,3,6.9,estressado
U10565,31,Male,Business Owner,iOS,4.7,1.4,1,4.5,9,10,1,12.7,muito estressado
U10566,59,Male,Professional,Android,9.0,6.6,3,5.9,6,42,4,13.8,estressado
U10567,20,Male,Freelancer,iOS,3.7,7.2,9,4.4,4,26,5,5.3,baixo estresse
U10568,33,Other,Professional,iOS,6.6,7.8,5,4.1,5,35,5,3.0,estressado
U10569,56,Male,Freelancer,iOS,3.5,6.6,9,8.5,6,53,1,5.7,estressado
U10570,46,Other,Professional,iOS,9.9,7.8,2,7.3,6,16,3,12.2,estressado
U10571,39,Other,Business Owner,iOS,3.8,7.0,10,8.5,5,58,0,5.8,estressado
U10572,26,Other,Freelancer,iOS,9.1,5.7,4,9.0,6,52,4,9.4,estressado
U10573,35,Other,Business Owner,iOS,7.1,4.1,5,5.5,8,50,4,4.0,muito estressado
U10574,38,Male,Student,Android,1.4,6.3,6,8.2,10,26,6,6.2,muito estressado
U10575,59,Other,Freelancer,Android,8.9,3.5,8,5.7,9,8,2,7.7,muito estressado
U10576,20,Other,Business Owner,iOS,11.9,2.8,7,4.9,7,56,1,3.4,estressado
U10577,51,Male,Freelancer,iOS,9.0,1.5,5,7.2,5,5,4,9.0,estressado
U10578,44,Male,Business Owner,Android,8.2,7.0,3,6.1,1,33,3,4.7,sem estresse
U10579,59,Female,Student,Android,7.2,6.7,10,5.8,3,60,1,12.8,baixo estresse
U10580,36,Male,Business Owner,iOS,4.9,5.4,4,8.2,6,44,3,6.7,estressado
U10581,19,Other,Professional,Android,11.0,3.5,6,5.7,8,18,4,6.7,muito estressado
U10582,32,Other,Business Owner,Android,11.6,0.6,2,5.6,5,17,3,10.7,estressado
U10583,39,Female,Business Owner,iOS,7.4,5.4,2,4.8,8,21,3,5.3,muito estressado
U10584,39,Other,Student,Android,5.0,1.5,2,4.7,9,26,2,13.8,muito estressado
U10585,33,Female,Freelancer,iOS,11.1,3.1,2,5.8,3,44,1,3.2,baixo estresse
U10586,31,Female,Business Owner,iOS,7.9,0.8,9,8.8,2,59,2,2.4,sem estresse
U10587,52,Female,Business Owner,iOS,7.2,0.9,8,6.8,2,57,4,10.8,sem estresse
U10588,21,Female,Professional,Android,11.5,3.1,7,8.6,7,58,3,2.6,estressado
U10589,60,Male,Professional,Android,12.0,7.1,3,4.7,7,6,5,8.1,estressado
U10590,33,Female,Student,Android,7.1,7.5,9,8.4,7,15,5,6.0,estressado
U10591,32,Other,Business Owner,Android,4.7,0.7,7,5.2,1,45,3,11.3,sem estresse
U10592,56,Male,Student,iOS,8.2,7.6,8,7.8,6,30,6,12.7,estressado
U10593,42,Other,Student,iOS,7.8,7.5,7,5.6,7,54,4,4.2,estressado
U10594,51,Other,Professional,iOS,10.8,4.7,5,6.7,6,38,0,8.9,estressado
U10595,38,Female,Student,Android,11.7,0.7,6,4.7,6,9,4,5.7,estressado
U10596,29,Other,Professional,Android,9.1,4.4,1,6.4,3,5,6,8.2,baixo estresse
U10597,46,Male,Professional,Android,4.3,6.4,1,8.1,2,15,2,6.3,sem estresse
U10598,58,Male,Business Owner,Android,6.4,3.6,9,4.9,4,30,5,10.4,baixo estresse
U10599,18,Male,Professional,iOS,1.3,7.0,2,7.0,3,41,0,4.6,baixo estresse
U10600,22,Female,Freelancer,Android,8.0,5.5,2,8.1,10,46,6,14.0,muito estressado
U10601,49,Other,Freelancer,Android,11.0,6.9,10,5.9,10,51,1,10.7,muito estressado
U10602,22,Male,Professional,iOS,9.7,1.0,1,4.9,5,6,2,2.8,estressado
U10603,30,Male,Professional,iOS,1.7,4.2,7,4.3,3,46,6,5.1,baixo estresse
U10604,21,Female,Freelancer,Android,10.0,7.7,5,5.6,2,56,5,7.8,sem estresse
U10605,58,Other,Business Owner,iOS,9.4,3.2,3,8.8,2,54,5,8.7,sem estresse
U10606,27,Other,Business Owner,Android,1.3,1.8,3,8.0,9,6,1,5.7,muito estressado
U10607,31,Female,Student,iOS,8.9,2.0,2,7.1,4,52,6,4.0,baixo estresse
U10608,26,Female,Professional,Android,7.7,5.3,5,4.2,4,27,4,8.9,baixo estresse
U10609,23,Other,Professional,Android,4.3,3.7,8,7.7,5,32,3,3.9,estressado
U10610,29,Male,Student,Android,8.2,3.7,8,4.2,2,28,2,8.7,sem estresse
U10611,55,Male,Professional,iOS,9.7,1.8,2,6.4,7,7,4,12.1,estressado
U10612,53,Other,Freelancer,iOS,11.3,6.0,2,5.0,9,31,6,2.6,muito estressado
U10613,31,Male,Freelancer,iOS,11.2,1.8,5,5.4,6,51,6,8.9,estressado
U10614,33,Male,Business Owner,Android,1.1,4.4,4,4.5,2,27,2,9.9,sem estresse
